ID,PIN,Signal,Signal.1,Probe,INICIAL,TYPE,PORCENT,Barrel,SURFACE,TEST
J302:,    Pin:4, Signal:NetJ302_4, Orig_Signal:NetJ302_4, Probed,J,CON,,100, BOTTOM,Fail
J302:,    Pin:5, Signal:NetJ302_5, Orig_Signal:NetJ302_5, Probed,J,CON,,100, BOTTOM,Fail
J302:,    Pin:6, Signal:UNCONNECTED_5, Orig_Signal:UNCONNECTED_5, Probed,J,CON,100.0,100, BOTTOM,Pass
K401:,    Pin:2, Signal:NetC403_2, Orig_Signal:NetC403_2, NotProbed,K,RELAY,,0,0,Fail
K401:,    Pin:1, Signal:NetC403_1, Orig_Signal:NetC403_1, NotProbed,K,RELAY,,0,0,Fail
K401:,    Pin:4, Signal:L1_1, Orig_Signal:L1-1, Probed,K,RELAY,,100, BOTTOM,Fail
K401:,    Pin:3, Signal:L2_N_1, Orig_Signal:L2/N-1, Probed,K,RELAY,,100, BOTTOM,Fail
K401:,    Pin:6, Signal:L1_2, Orig_Signal:L1-2, Probed,K,RELAY,,100, BOTTOM,Fail
K401:,    Pin:5, Signal:L2_N_2, Orig_Signal:L2/N-2, NotProbed,K,RELAY,50.0,0,0,Fail
L201:,    Pin:2, Signal:5V, Orig_Signal:5V, Probed,L,COIL,,100, BOTTOM,Fail
L201:,    Pin:1, Signal:NetC201_1, Orig_Signal:NetC201_1, Probed,L,COIL,100.0,75, BOTTOM,Pass
L601:,    Pin:1, Signal:NetC602_1, Orig_Signal:NetC602_1, Probed,L,COIL,,100, BOTTOM,Fail
L601:,    Pin:4, Signal:NetC602_2, Orig_Signal:NetC602_2, Probed,L,COIL,,100, BOTTOM,Fail
L601:,    Pin:3, Signal:NetC601_2, Orig_Signal:NetC601_2, Probed,L,COIL,,100, BOTTOM,Fail
L601:,    Pin:2, Signal:NetC608_1, Orig_Signal:NetC608_1, Probed,L,COIL,100.0,100, BOTTOM,Pass
L602:,    Pin:2, Signal:NetC602_2, Orig_Signal:NetC602_2, Probed,L,COIL,,100, BOTTOM,Fail
L602:,    Pin:1, Signal:L1_1, Orig_Signal:L1-1, Probed,L,COIL,100.0,100, BOTTOM,Pass
L603:,    Pin:1, Signal:L2_N_1, Orig_Signal:L2/N-1, Probed,L,COIL,,100, BOTTOM,Fail
L603:,    Pin:2, Signal:NetC602_1, Orig_Signal:NetC602_1, Probed,L,COIL,100.0,100, BOTTOM,Pass
LD301:,    Pin:1, Signal:UNCONNECTED_78, Orig_Signal:UNCONNECTED_78, NotProbed,LD,LED,,0,0,Fail
LD301:,    Pin:2, Signal:NetLD301_AN, Orig_Signal:NetLD301_AN, Probed,LD,LED,,100, BOTTOM,Fail
LD301:,    Pin:3, Signal:NetLD301_CAT, Orig_Signal:NetLD301_CAT, Probed,LD,LED,66.66666666666666,100, BOTTOM,Pass
LD302:,    Pin:1, Signal:UNCONNECTED_77, Orig_Signal:UNCONNECTED_77, NotProbed,LD,LED,,0,0,Fail
LD302:,    Pin:2, Signal:NetLD302_AN, Orig_Signal:NetLD302_AN, Probed,LD,LED,,100, BOTTOM,Fail
LD302:,    Pin:3, Signal:NetLD302_CAT, Orig_Signal:NetLD302_CAT, Probed,LD,LED,66.66666666666666,100, BOTTOM,Pass
MH201:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,MH,0,100.0,100, BOTTOM,Pass
MH202:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,MH,0,100.0,100, BOTTOM,Pass
MH203:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,MH,0,100.0,100, BOTTOM,Pass
P101:,    Pin:20, Signal:CANL, Orig_Signal:CANL, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:21, Signal:NetP101_21, Orig_Signal:NetP101_21, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:19, Signal:CANH, Orig_Signal:CANH, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:23, Signal:NetP101_23, Orig_Signal:NetP101_23, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:18, Signal:NetP101_18, Orig_Signal:NetP101_18, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:22, Signal:NetP101_22, Orig_Signal:NetP101_22, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:17, Signal:RS485B, Orig_Signal:RS485B, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:11, Signal:NetP101_11, Orig_Signal:NetP101_11, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:15, Signal:ID2, Orig_Signal:ID2, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:14, Signal:NetP101_14, Orig_Signal:NetP101_14, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:13, Signal:TEMP1, Orig_Signal:TEMP1, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:12, Signal:NetP101_12, Orig_Signal:NetP101_12, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:24, Signal:GND, Orig_Signal:GND, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:10, Signal:NetP101_10, Orig_Signal:NetP101_10, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:16, Signal:RS485A, Orig_Signal:RS485A, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:25, Signal:NetP101_25, Orig_Signal:NetP101_25, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:30, Signal:GND, Orig_Signal:GND, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:27, Signal:PROX_SNS, Orig_Signal:PROX_SNS, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:28, Signal:NetP101_28, Orig_Signal:NetP101_28, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:29, Signal:HALO_BYPASS, Orig_Signal:HALO_BYPASS, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:8, Signal:GND, Orig_Signal:GND, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:31, Signal:STM_TX_TMS_RX, Orig_Signal:STM_TX-TMS_RX, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:32, Signal:STM_RX_TMS_TX, Orig_Signal:STM_RX-TMS_TX, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:33, Signal:NetFB101_1, Orig_Signal:NetFB101_1, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:34, Signal:GND, Orig_Signal:GND, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:35, Signal:NetP101_35, Orig_Signal:NetP101_35, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:36, Signal:CP, Orig_Signal:CP, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:37, Signal:GND, Orig_Signal:GND, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:38, Signal:P12V, Orig_Signal:+12V, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:39, Signal:GND, Orig_Signal:GND, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:40, Signal:P12V, Orig_Signal:+12V, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:26, Signal:NetP101_26, Orig_Signal:NetP101_26, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:7, Signal:L1_CS, Orig_Signal:L1_CS, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:9, Signal:NetP101_9, Orig_Signal:NetP101_9, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:5, Signal:NetP101_5, Orig_Signal:NetP101_5, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:1, Signal:VOLT_MEAS, Orig_Signal:VOLT_MEAS, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:6, Signal:GND, Orig_Signal:GND, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:4, Signal:GND, Orig_Signal:GND, Probed,P,CON,,100, BOTTOM,Fail
P101:,    Pin:3, Signal:ID1, Orig_Signal:ID1, Probed,P,CON,100.0,100, BOTTOM,Pass
P201:,    Pin:6, Signal:UNCONNECTED_30, Orig_Signal:UNCONNECTED_30, NotProbed,P,CON,,0,0,Fail
P201:,    Pin:5, Signal:GND, Orig_Signal:GND, Probed,P,CON,,100, BOTTOM,Fail
P201:,    Pin:4, Signal:UNCONNECTED_29, Orig_Signal:UNCONNECTED_29, NotProbed,P,CON,,0,0,Fail
P201:,    Pin:3, Signal:L2_N_1, Orig_Signal:L2/N-1, Probed,P,CON,,100, BOTTOM,Fail
P201:,    Pin:2, Signal:UNCONNECTED_28, Orig_Signal:UNCONNECTED_28, NotProbed,P,CON,,0,0,Fail
P201:,    Pin:1, Signal:L1_1, Orig_Signal:L1-1, Probed,P,CON,50.0,100, BOTTOM,Fail
P202:,    Pin:1, Signal:L1_4, Orig_Signal:L1-4, NotProbed,P,CON,,0,0,Fail
P202:,    Pin:2, Signal:UNCONNECTED_25, Orig_Signal:UNCONNECTED_25, NotProbed,P,CON,,0,0,Fail
P202:,    Pin:3, Signal:L2_N_3, Orig_Signal:L2/N-3, NotProbed,P,CON,,0,0,Fail
P202:,    Pin:6, Signal:UNCONNECTED_27, Orig_Signal:UNCONNECTED_27, NotProbed,P,CON,,0,0,Fail
P202:,    Pin:5, Signal:GND, Orig_Signal:GND, Probed,P,CON,,100, BOTTOM,Fail
P202:,    Pin:4, Signal:UNCONNECTED_26, Orig_Signal:UNCONNECTED_26, NotProbed,P,CON,16.666666666666664,0,0,Fail
P204:,    Pin:2, Signal:PROX_SNS, Orig_Signal:PROX_SNS, Probed,P,CON,,100, BOTTOM,Fail
P204:,    Pin:1, Signal:CP, Orig_Signal:CP, Probed,P,CON,100.0,100, BOTTOM,Pass
P205:,    Pin:4, Signal:UNCONNECTED_22, Orig_Signal:UNCONNECTED_22, NotProbed,P,CON,,0,0,Fail
P205:,    Pin:1, Signal:NetF201_1, Orig_Signal:NetF201_1, NotProbed,P,CON,,0,0,Fail
P205:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,P,CON,,100, BOTTOM,Fail
P205:,    Pin:2, Signal:UNCONNECTED_21, Orig_Signal:UNCONNECTED_21, NotProbed,P,CON,,0,0,Fail
P205:,    Pin:6, Signal:UNCONNECTED_23, Orig_Signal:UNCONNECTED_23, NotProbed,P,CON,,0,0,Fail
P205:,    Pin:7, Signal:RS485A, Orig_Signal:RS485A, Probed,P,CON,,100, BOTTOM,Fail
P205:,    Pin:8, Signal:UNCONNECTED_24, Orig_Signal:UNCONNECTED_24, NotProbed,P,CON,,0,0,Fail
P205:,    Pin:5, Signal:RS485B, Orig_Signal:RS485B, Probed,P,CON,37.5,100, BOTTOM,Fail
P206:,    Pin:1, Signal:CANL, Orig_Signal:CANL, Probed,P,CON,,100, BOTTOM,Fail
P206:,    Pin:2, Signal:UNCONNECTED_17, Orig_Signal:UNCONNECTED_17, NotProbed,P,CON,,0,0,Fail
P206:,    Pin:3, Signal:CANL, Orig_Signal:CANL, Probed,P,CON,,100, BOTTOM,Fail
P206:,    Pin:5, Signal:CANH, Orig_Signal:CANH, Probed,P,CON,,100, BOTTOM,Fail
P206:,    Pin:6, Signal:UNCONNECTED_19, Orig_Signal:UNCONNECTED_19, NotProbed,P,CON,,0,0,Fail
P206:,    Pin:4, Signal:UNCONNECTED_18, Orig_Signal:UNCONNECTED_18, NotProbed,P,CON,,0,0,Fail
P206:,    Pin:8, Signal:UNCONNECTED_20, Orig_Signal:UNCONNECTED_20, NotProbed,P,CON,,0,0,Fail
P206:,    Pin:7, Signal:CANH, Orig_Signal:CANH, Probed,P,CON,50.0,100, BOTTOM,Fail
Q301:,    Pin:1, Signal:NetLD301_CAT, Orig_Signal:NetLD301_CAT, Probed,Q,TRT,,100, BOTTOM,Fail
Q301:,    Pin:2, Signal:NetQ301_G, Orig_Signal:NetQ301_G, NotProbed,Q,TRT,,0,0,Fail
Q301:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,66.66666666666666,100, BOTTOM,Pass
Q302:,    Pin:2, Signal:NetQ302_G, Orig_Signal:NetQ302_G, NotProbed,Q,TRT,,0,0,Fail
Q302:,    Pin:1, Signal:NetLD302_CAT, Orig_Signal:NetLD302_CAT, Probed,Q,TRT,,100, BOTTOM,Fail
Q302:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,66.66666666666666,100, BOTTOM,Pass
Q401:,    Pin:4, Signal:P12V, Orig_Signal:+12V, Probed,Q,TRT,,100, BOTTOM,Fail
Q401:,    Pin:3, Signal:NetQ401_G, Orig_Signal:NetQ401_G, Probed,Q,TRT,,75, BOTTOM,Fail
Q401:,    Pin:2, Signal:NetC403_2, Orig_Signal:NetC403_2, NotProbed,Q,TRT,,0,0,Fail
Q401:,    Pin:1, Signal:UNCONNECTED_36, Orig_Signal:UNCONNECTED_36, NotProbed,Q,TRT,50.0,0,0,Fail
Q402:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,,100, BOTTOM,Fail
Q402:,    Pin:1, Signal:NetQ402_D, Orig_Signal:NetQ402_D, Probed,Q,TRT,,100, TOP,Fail
Q402:,    Pin:2, Signal:NetQ402_G, Orig_Signal:NetQ402_G, Probed,Q,TRT,100.0,100, BOTTOM,Pass
Q403:,    Pin:1, Signal:UNCONNECTED_74, Orig_Signal:UNCONNECTED_74, NotProbed,Q,TRT,,0,0,Fail
Q403:,    Pin:3, Signal:NetQ403_G, Orig_Signal:NetQ403_G, Probed,Q,TRT,,100, BOTTOM,Fail
Q403:,    Pin:4, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,,100, BOTTOM,Fail
Q403:,    Pin:2, Signal:NetC403_1, Orig_Signal:NetC403_1, NotProbed,Q,TRT,50.0,0,0,Fail
Q501:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,,100, BOTTOM,Fail
Q501:,    Pin:1, Signal:NetQ501_D, Orig_Signal:NetQ501_D, Probed,Q,TRT,,100, TOP,Fail
Q501:,    Pin:2, Signal:NetC506_2, Orig_Signal:NetC506_2, NotProbed,Q,TRT,66.66666666666666,0,0,Pass
Q502:,    Pin:2, Signal:NetC506_2, Orig_Signal:NetC506_2, NotProbed,Q,TRT,,0,0,Fail
Q502:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,,100, BOTTOM,Fail
Q502:,    Pin:1, Signal:NetQ502_D, Orig_Signal:NetQ502_D, Probed,Q,TRT,66.66666666666666,100, TOP,Pass
Q503:,    Pin:1, Signal:NetQ503_D, Orig_Signal:NetQ503_D, Probed,Q,TRT,,100, TOP,Fail
Q503:,    Pin:2, Signal:NetQ503_G, Orig_Signal:NetQ503_G, Probed,Q,TRT,,100, BOTTOM,Fail
Q503:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,100.0,100, BOTTOM,Pass
Q504:,    Pin:1, Signal:NetQ504_D, Orig_Signal:NetQ504_D, Probed,Q,TRT,,100, TOP,Fail
Q504:,    Pin:2, Signal:NetQ504_G, Orig_Signal:NetQ504_G, Probed,Q,TRT,,100, BOTTOM,Fail
Q504:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,100.0,100, BOTTOM,Pass
R101:,    Pin:1, Signal:NetP101_35, Orig_Signal:NetP101_35, Probed,R,RES,,100, BOTTOM,Fail
R101:,    Pin:2, Signal:5V, Orig_Signal:5V, Probed,R,RES,100.0,100, BOTTOM,Pass
R102:,    Pin:1, Signal:NetP101_5, Orig_Signal:NetP101_5, Probed,R,RES,,100, BOTTOM,Fail
R102:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,100.0,100, BOTTOM,Pass
R103:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,,100, BOTTOM,Fail
R103:,    Pin:1, Signal:NetP101_9, Orig_Signal:NetP101_9, Probed,R,RES,100.0,100, BOTTOM,Pass
R104:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,,100, BOTTOM,Fail
R104:,    Pin:1, Signal:NetP101_10, Orig_Signal:NetP101_10, Probed,R,RES,100.0,100, BOTTOM,Pass
R105:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,,100, BOTTOM,Fail
R105:,    Pin:1, Signal:NetP101_11, Orig_Signal:NetP101_11, Probed,R,RES,100.0,100, BOTTOM,Pass
R106:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,,100, BOTTOM,Fail
R106:,    Pin:1, Signal:NetP101_12, Orig_Signal:NetP101_12, Probed,R,RES,100.0,100, BOTTOM,Pass
R107:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,,100, BOTTOM,Fail
R107:,    Pin:1, Signal:NetP101_14, Orig_Signal:NetP101_14, Probed,R,RES,100.0,100, BOTTOM,Pass
R108:,    Pin:1, Signal:NetP101_18, Orig_Signal:NetP101_18, Probed,R,RES,,100, BOTTOM,Fail
R108:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,100.0,100, BOTTOM,Pass
R109:,    Pin:1, Signal:NetP101_21, Orig_Signal:NetP101_21, Probed,R,RES,,100, BOTTOM,Fail
R109:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,100.0,100, BOTTOM,Pass
R110:,    Pin:1, Signal:NetP101_22, Orig_Signal:NetP101_22, Probed,R,RES,,100, BOTTOM,Fail
R110:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,100.0,100, BOTTOM,Pass
R111:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,,100, BOTTOM,Fail
R111:,    Pin:1, Signal:NetP101_23, Orig_Signal:NetP101_23, Probed,R,RES,100.0,100, BOTTOM,Pass
R112:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,,100, BOTTOM,Fail
R112:,    Pin:1, Signal:NetP101_25, Orig_Signal:NetP101_25, Probed,R,RES,100.0,100, BOTTOM,Pass
R113:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,,100, BOTTOM,Fail
R113:,    Pin:1, Signal:NetP101_26, Orig_Signal:NetP101_26, Probed,R,RES,100.0,100, BOTTOM,Pass
R114:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,,100, BOTTOM,Fail
R114:,    Pin:1, Signal:NetP101_28, Orig_Signal:NetP101_28, Probed,R,RES,100.0,100, BOTTOM,Pass
R201:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,,100, TOP,Fail
R201:,    Pin:1, Signal:NetR201_1, Orig_Signal:NetR201_1, Probed,R,RES,100.0,50, TOP,Pass
R202:,    Pin:2, Signal:NetR201_1, Orig_Signal:NetR201_1, Probed,R,RES,,50, TOP,Fail
R202:,    Pin:1, Signal:NetR202_1, Orig_Signal:NetR202_1, Probed,R,RES,100.0,75, BOTTOM,Pass
R203:,    Pin:2, Signal:NetR203_2, Orig_Signal:NetR203_2, Probed,R,RES,,75, BOTTOM,Fail
R203:,    Pin:1, Signal:NetR203_1, Orig_Signal:NetR203_1, Probed,R,RES,100.0,50, TOP,Pass
R204:,    Pin:2, Signal:5V, Orig_Signal:5V, Probed,R,RES,,100, BOTTOM,Fail
R204:,    Pin:1, Signal:NetD204_3, Orig_Signal:NetD204_3, NotProbed,R,RES,50.0,0,0,Fail
R205:,    Pin:2, Signal:PROX_SNS, Orig_Signal:PROX_SNS, Probed,R,RES,,100, BOTTOM,Fail
R205:,    Pin:1, Signal:NetD203_CAT, Orig_Signal:NetD203_CAT, NotProbed,R,RES,50.0,0,0,Fail
R206:,    Pin:2, Signal:NetD204_3, Orig_Signal:NetD204_3, NotProbed,R,RES,,0,0,Fail
R206:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,50.0,100, BOTTOM,Fail
R207:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,,100, BOTTOM,Fail
R207:,    Pin:2, Signal:NetD204_3, Orig_Signal:NetD204_3, NotProbed,R,RES,50.0,0,0,Fail
R208:,    Pin:1, Signal:NetR201_1, Orig_Signal:NetR201_1, Probed,R,RES,,50, TOP,Fail
R208:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,100.0,100, TOP,Pass
R301:,    Pin:2, Signal:NetC301_1, Orig_Signal:NetC301_1, NotProbed,R,RES,,0,0,Fail
R301:,    Pin:1, Signal:5V, Orig_Signal:5V, Probed,R,RES,50.0,100, BOTTOM,Fail
R302:,    Pin:1, Signal:NetC303_2, Orig_Signal:NetC303_2, NotProbed,R,RES,,0,0,Fail
R302:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,50.0,100, TOP,Fail
R303:,    Pin:2, Signal:SWDIO, Orig_Signal:SWDIO, NotProbed,R,RES,,0,0,Fail
R303:,    Pin:1, Signal:NetJ301_2, Orig_Signal:NetJ301_2, Probed,R,RES,50.0,50, TOP,Fail
R304:,    Pin:2, Signal:NetJ301_3, Orig_Signal:NetJ301_3, Probed,R,RES,,100, TOP,Fail
R304:,    Pin:1, Signal:NRST, Orig_Signal:NRST, Probed,R,RES,100.0,100, TOP,Pass
R305:,    Pin:1, Signal:NetJ301_4, Orig_Signal:NetJ301_4, Probed,R,RES,,75, TOP,Fail
R305:,    Pin:2, Signal:SWCLK, Orig_Signal:SWCLK, NotProbed,R,RES,50.0,0,0,Fail
R306:,    Pin:2, Signal:NRST, Orig_Signal:NRST, Probed,R,RES,,100, TOP,Fail
R306:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,100.0,100, TOP,Pass
R307:,    Pin:1, Signal:NetC307_1, Orig_Signal:NetC307_1, NotProbed,R,RES,,0,0,Fail
R307:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,50.0,100, TOP,Fail
R308:,    Pin:2, Signal:NetJ302_5, Orig_Signal:NetJ302_5, Probed,R,RES,,100, BOTTOM,Fail
R308:,    Pin:1, Signal:DEBUG_TX, Orig_Signal:DEBUG_TX, Probed,R,RES,100.0,100, TOP,Pass
R309:,    Pin:2, Signal:NetJ302_4, Orig_Signal:NetJ302_4, Probed,R,RES,,100, BOTTOM,Fail
R309:,    Pin:1, Signal:DEBUG_RX, Orig_Signal:DEBUG_RX, Probed,R,RES,100.0,50, TOP,Pass
R310:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,,100, TOP,Fail
R310:,    Pin:2, Signal:NetLD301_AN, Orig_Signal:NetLD301_AN, Probed,R,RES,100.0,100, BOTTOM,Pass
R311:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,,100, TOP,Fail
R311:,    Pin:2, Signal:NetLD302_AN, Orig_Signal:NetLD302_AN, Probed,R,RES,100.0,100, BOTTOM,Pass
R312:,    Pin:1, Signal:NetQ302_G, Orig_Signal:NetQ302_G, NotProbed,R,RES,,0,0,Fail
R312:,    Pin:2, Signal:LED1, Orig_Signal:LED1, NotProbed,R,RES,,0,0,Fail
R313:,    Pin:1, Signal:NetQ301_G, Orig_Signal:NetQ301_G, NotProbed,R,RES,,0,0,Fail
R313:,    Pin:2, Signal:LED2, Orig_Signal:LED2, NotProbed,R,RES,,0,0,Fail
R314:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,,100, BOTTOM,Fail
R314:,    Pin:2, Signal:NetQ301_G, Orig_Signal:NetQ301_G, NotProbed,R,RES,50.0,0,0,Fail
R315:,    Pin:2, Signal:NetQ302_G, Orig_Signal:NetQ302_G, NotProbed,R,RES,,0,0,Fail
R315:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,50.0,100, BOTTOM,Fail
R316:,    Pin:1, Signal:NetR316_1, Orig_Signal:NetR316_1, Probed,R,RES,,100, BOTTOM,Fail
R316:,    Pin:2, Signal:HALO_BYPASS, Orig_Signal:HALO_BYPASS, Probed,R,RES,100.0,100, BOTTOM,Pass
R317:,    Pin:2, Signal:NetR317_2, Orig_Signal:NetR317_2, Probed,R,RES,,50, BOTTOM,Fail
R317:,    Pin:1, Signal:STM_TX_TMS_RX, Orig_Signal:STM_TX-TMS_RX, Probed,R,RES,100.0,100, BOTTOM,Pass
R318:,    Pin:2, Signal:NetR318_2, Orig_Signal:NetR318_2, Probed,R,RES,,50, BOTTOM,Fail
R318:,    Pin:1, Signal:STM_RX_TMS_TX, Orig_Signal:STM_RX-TMS_TX, Probed,R,RES,100.0,100, BOTTOM,Pass
R319:,    Pin:2, Signal:NetC310_1, Orig_Signal:NetC310_1, NotProbed,R,RES,,0,0,Fail
R319:,    Pin:1, Signal:NetC311_1, Orig_Signal:NetC311_1, NotProbed,R,RES,,0,0,Fail
R320:,    Pin:1, Signal:WDI, Orig_Signal:WDI, NotProbed,R,RES,,0,0,Fail
R320:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,50.0,100, TOP,Fail
R321:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,,100, TOP,Fail
R321:,    Pin:2, Signal:DEBUG_TX, Orig_Signal:DEBUG_TX, Probed,R,RES,100.0,100, TOP,Pass
R322:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,,100, TOP,Fail
R322:,    Pin:2, Signal:DEBUG_RX, Orig_Signal:DEBUG_RX, Probed,R,RES,100.0,50, TOP,Pass
R323:,    Pin:1, Signal:SWDIO, Orig_Signal:SWDIO, NotProbed,R,RES,,0,0,Fail
R323:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,50.0,100, TOP,Fail
R324:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,,100, TOP,Fail
